point,plot,landscape,salinity.exposure,DateTime.PST,date,time.local,DateTimeLocal,Type,source,tide.note,tide.flow,tide.period,depth.cm,water.vial.id,ghg.id,filter.id,filter.volume.ml,salinity.psu,temperature.c,ph,do.mgl,orp.mv,fe2.mgl,hs.mgl,doc.mgl,tdn.mgl,CO2.umolar,CH4.umolar,N2O.umolar,d13ch4.permil,O2.umolar,CO2.stddev.umolar,CH4.stddev.umolar,N2O.stddev.umolar,d13ch4.stddev.permil,Sensor.HydraulicHead.m,Sensor.T.C,Sensor.S.PSU,Sensor.pH,Sensor.Note,Notes,alkalinity.caco3.mgl,tss.mgl,cdom,conductivity.uscm,spc.uscm,do.perc,pressure.mmhg,co2.ppm,ch4.ppm,n2o.ppm,nh3.ppm.for.reference.only,co2.stddev.ppm,ch4.stddev.ppm,n2o.stddev.ppm,nh3.stddev.ppm.for.reference.only,Kh.CO2,Kh.CH4,Kh.N2O,d13ch4.permil.raw,d13ch4.stddev.permil.raw,Filled.salinity.psu,Filled.temperature.c,Filled.ph,Fill.Notes
BC12,middle,river.bank,low,10/1/2019 15:25,10/1/2019,4:25:00 PM,10/1/2019 16:25,Surface water,surface.water,flooded,ebb,high tide,NA,3700-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.887,0.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7605,12.94416667,6.99,6.603333333,,"Lowering tide, Lowering tide ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036676621,0.05403786,0.044812744,NA,NA,6.99,12.94416667,6.603333333,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC11,middle,river,low,10/1/2019 15:29,10/1/2019,4:29:00 PM,10/1/2019 16:29,Surface water,surface.water,flooded,ebb,high tide,NA,3700-14,NA,NA,NA,20.62,13.3,7.48,7.64,75,NA,NA,2.703,0.234,21.07339671,1.958609406,0.029205971,NA,238.7649228,0.073665432,0.002009373,0.001306967,NA,2.7481,12.96243333,6.998,6.600666667,,"BC11 surf grab water sample, originally split intwo rows with tdn/doc measurement marked as 4:30, not 4:29. Choice of merge with this row comes from sep2019 notebook, pg 7., High tide ",NA,NA,NA,25576,32930,83.1,765.3,1094.5,18.52,0.4,NA,3.826,0.019,0.0179,NA,0.019253903,0.105756447,0.073014928,NA,NA,20.62,13.3,7.48,NA
BC11,middle,river,low,10/1/2019 15:30,10/1/2019,4:30:00 PM,10/1/2019 16:30,Surface water,surface.water,flooded,ebb,high tide,NA,,NA,NA,NA,20.72,13.4,7.52,7.1,79.5,NA,NA,NA,NA,NA,NA,NA,NA,221.8888681,NA,NA,NA,NA,2.745,12.967,7,6.6,,"13 channel draining floodplain,  ",NA,NA,NA,25730,33080,77.3,765.3,NA,NA,NA,NA,NA,NA,NA,NA,0.019093014,0.106128898,0.073080361,NA,NA,20.72,13.4,7.52,NA
BC13,middle,floodplain,low,10/1/2019 16:15,10/1/2019,5:15:00 PM,10/1/2019 17:15,Surface water,surface.water,flooded,ebb,high tide,NA,3700-15,NA,NA,NA,19.61,13.1,7.26,8.71,9.05,NA,NA,3.402,0.169,NA,NA,NA,NA,272.2045128,NA,NA,NA,NA,2.3395,12.8185,7.095,6.61,,"channel; draining. Originally split into two rows with tdn/doc listed as 5:17, not 5:15, Lowering tide ",NA,NA,NA,24297,31476,93.6,765.2,NA,NA,NA,NA,NA,NA,NA,NA,0.020328624,0.100874551,0.070758055,NA,NA,19.61,13.1,7.26,NA
BC13,middle,floodplain,low,10/1/2019 16:19,10/1/2019,5:19:00 PM,10/1/2019 17:19,Surface water,surface.water,flooded,ebb,high tide,NA,,NA,NA,NA,19.52,13,7.15,7.88,64.7,NA,NA,NA,NA,NA,NA,NA,NA,246.2653916,NA,NA,NA,NA,2.294566667,12.78956667,7.096333333,6.607333333,,"BC13 channel gas A sample. Cora: seems to accompany other data from same well/similar time,  ",NA,NA,NA,24177,31332,84.6,765.2,NA,NA,NA,NA,NA,NA,NA,NA,0.020489993,0.100578268,0.070724994,NA,NA,19.52,13,7.15,NA
BC11,middle,river.bank,low,10/2/2019 9:00,10/2/2019,10:00:00 AM,10/2/2019 10:00,Surface water,surface.water,flooded,flood,low tide,NA,3700-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.451,0.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925,9.516,7.2,6.66,,Low tide ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040965851,0.058820838,0.050625558,NA,NA,7.2,9.516,6.66,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC11,middle,floodplain,low,10/2/2019 19:08,10/2/2019,8:08:00 PM,10/2/2019 20:08,Surface water,surface.water,flooded,ebb,low tide,NA,,NA,NA,NA,5.7,9,6.47,9.04,89.5,NA,NA,NA,NA,NA,NA,NA,NA,282.5176574,NA,NA,NA,NA,1.198266667,11.19153333,8.702666667,6.470666667,,"low tide grab sample,  ",NA,NA,NA,7026,10098,81.3,762.4,NA,NA,NA,NA,NA,NA,NA,NA,0.044669511,0.055387828,0.048880065,NA,NA,5.7,9,6.47,NA
BC13,middle,floodplain,low,1/21/2020 8:55,1/21/2020,8:55:00 AM,1/21/2020 8:55,Surface water,surface.water,flooded,flood,high tide,NA,3800-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.5044223,1.1685728,NA,NA,NA,NA,NA,NA,NA,2.918166667,7.653833333,5.756666667,6.985,, ,NA,NA,NA,NA,NA,NA,NA,3409.5,20.375,NA,NA,NA,NA,NA,NA,0.04678235,0.057353266,0.051370411,-398.57,34.942,5.756666667,7.653833333,6.985,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC03,mouth,floodplain,medium,1/21/2020 10:52,1/21/2020,10:52:00 AM,1/21/2020 10:52,Surface water,surface.water,flooded,ebb,high tide,NA,,NA,NA,NA,10.14,7.6,7.16,10.74,85.7,NA,NA,NA,NA,NA,NA,NA,NA,335.6459779,NA,NA,NA,NA,3.0912,7.624333333,11.04466667,7.426,"Pre BC01, using BC11", ,NA,NA,NA,11538,17225,96.1,753,NA,NA,NA,NA,NA,NA,NA,NA,0.038497809,0.070659106,0.059943161,NA,NA,10.14,7.6,7.16,NA
BC11,middle,river,low,1/21/2020 14:55,1/21/2020,2:55:00 PM,1/21/2020 14:55,Surface water,surface.water,flooded,ebb,low tide,NA,3800-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.41759232,0.204666526,NA,NA,NA,NA,NA,NA,NA,1.3495,7.629666667,0.776666667,6.405,, ,NA,NA,NA,NA,NA,NA,NA,1219.5,4.514,NA,NA,NA,NA,NA,NA,0.058563011,0.045340391,0.043238341,-139.49,100.84,0.776666667,7.629666667,6.405,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC03,mouth,floodplain,medium,1/22/2020 9:30,1/22/2020,9:30:00 AM,1/22/2020 9:30,Surface water,surface.water,flooded,flood,high tide,NA,3800-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.30720583,0.536726572,NA,-27.6,NA,NA,NA,NA,7.728,NA,7.6,10.14,NA,temp and S from SW BC03 at 10:52 on 1/21, ,NA,NA,NA,NA,NA,NA,NA,1047,7.596,NA,NA,NA,NA,NA,NA,0.038497809,0.070659106,0.059943161,-27.6,7.728,10.14,7.6,NA,"sensor-filled T, sensor-filled S"
BC21,freshwater,freshwater.wetland,none,1/22/2020 10:40,1/22/2020,10:40:00 AM,1/22/2020 10:40,Surface water,surface.water,flooded,ebb,high tide,NA,3800-2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,74.39428061,0.24694168,NA,-25.5,NA,NA,NA,NA,15.94,NA,7.628,NA,NA,temp from BC11 Exo 1/21/2020 10:30, ,NA,NA,NA,NA,NA,NA,NA,1226.7,5.65,NA,NA,NA,NA,NA,NA,0.060645863,0.043706492,0.042088674,-25.5,15.94,0,7.628,NA,sensor-filled T
BC13,middle,floodplain,low,1/23/2019 12:00,1/23/2019,12:00:00 PM,1/23/2019 12:00,Surface water,surface.water,flooded,flood,high tide,NA,3636-200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.138230564,7.633152612,0.298831756,6.455830934,,"Missing DateTime originally, this data from sample sheet ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059826339,0.044322728,0.042520134,NA,NA,0.298831756,7.633152612,6.455830934,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC21,freshwater,freshwater.wetland,none,NA,,1:55:00 PM,NA,Surface water,surface.water,flooded,NA,NA,NA,BC-21 Surf 13:55,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3.33,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salinity filled as 0,"Missing DateTime, even in sample sheet (a note here says ""need to figure out date/time b/c autosampler malfunctioned""). Based on sample number, somewhere around January 2018 trip ",NA,NA,NA,NA,NA,NA,NA,2020.4,73.4,0.36,NA,2.354,0.026,0.0042,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
BC11,middle,river,low,NA,,,NA,Surface water,surface.water,flooded,NA,NA,NA,3609-35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Missing DateTime, even in sample sheet (a note here says ""need to figure out date/time b/c autosampler malfunctioned""). Based on sample number, somewhere around January 2018 trip, F ",NA,14.86486486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC11,middle,river,low,NA,,,NA,Surface water,surface.water,flooded,NA,NA,NA,3609-36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Missing DateTime, even in sample sheet (a note here says ""need to figure out date/time b/c autosampler malfunctioned""). Based on sample number, somewhere around January 2018 trip, F ",NA,14.0625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC11,middle,river,low,NA,,,NA,Surface water,surface.water,flooded,NA,NA,NA,3609-37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Missing DateTime, even in sample sheet (a note here says ""need to figure out date/time b/c autosampler malfunctioned""). Based on sample number, somewhere around January 2018 trip, F ",NA,2,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC11,middle,river,low,NA,,,NA,Surface water,surface.water,flooded,NA,NA,NA,3609-38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Missing DateTime, even in sample sheet (a note here says ""need to figure out date/time b/c autosampler malfunctioned""). Based on sample number, somewhere around January 2018 trip, F ",NA,13.74045802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC11,middle,river,low,NA,,,NA,Surface water,surface.water,flooded,NA,NA,NA,3609-39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Missing DateTime, even in sample sheet (a note here says ""need to figure out date/time b/c autosampler malfunctioned""). Based on sample number, somewhere around January 2018 trip, F ",NA,40,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC11,middle,river,low,NA,,,NA,Surface water,surface.water,flooded,NA,NA,NA,3609-40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Missing DateTime, even in sample sheet (a note here says ""need to figure out date/time b/c autosampler malfunctioned""). Based on sample number, somewhere around January 2018 trip, F ",NA,49.20634921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC11,middle,river,low,NA,,,NA,Surface water,surface.water,flooded,NA,NA,NA,3609-41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Missing DateTime, even in sample sheet (a note here says ""need to figure out date/time b/c autosampler malfunctioned""). Based on sample number, somewhere around January 2018 trip, F ",NA,40.4040404,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC11,middle,river,low,NA,,,NA,Surface water,surface.water,flooded,NA,NA,NA,3609-42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Missing DateTime, even in sample sheet (a note here says ""need to figure out date/time b/c autosampler malfunctioned""). Based on sample number, somewhere around January 2018 trip, F ",NA,44.85981308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC11,middle,river,low,NA,,,NA,Surface water,surface.water,flooded,NA,NA,NA,3609-43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Missing DateTime, even in sample sheet (a note here says ""need to figure out date/time b/c autosampler malfunctioned""). Based on sample number, somewhere around January 2018 trip, F ",NA,33.33333333,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC11,middle,river,low,NA,,,NA,Surface water,surface.water,flooded,NA,NA,NA,3609-44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Missing DateTime, even in sample sheet (a note here says ""need to figure out date/time b/c autosampler malfunctioned""). Based on sample number, somewhere around January 2018 trip, F ",NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC11,middle,river,low,NA,,,NA,Surface water,surface.water,flooded,NA,NA,NA,3609-45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Missing DateTime, even in sample sheet (a note here says ""need to figure out date/time b/c autosampler malfunctioned""). Based on sample number, somewhere around January 2018 trip, F ",NA,19.84732824,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC11,middle,river,low,NA,,,NA,Surface water,surface.water,flooded,NA,NA,NA,3609-46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Missing DateTime, even in sample sheet (a note here says ""need to figure out date/time b/c autosampler malfunctioned""). Based on sample number, somewhere around January 2018 trip, F ",NA,15.78947368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC11,middle,river,low,NA,,,NA,Surface water,surface.water,flooded,NA,NA,NA,3609-47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Missing DateTime, even in sample sheet (a note here says ""need to figure out date/time b/c autosampler malfunctioned""). Based on sample number, somewhere around January 2018 trip, F ",NA,8.510638298,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC11,middle,river,low,NA,,,NA,Surface water,surface.water,flooded,NA,NA,NA,3609-48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Missing DateTime, even in sample sheet (a note here says ""need to figure out date/time b/c autosampler malfunctioned""). Based on sample number, somewhere around January 2018 trip, F ",NA,5.405405405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F,F,F,F,1/24/2018 17:00,1/24/2018,5:00:00 PM,1/24/2018 17:00,Surface water,surface.water,flooded,flood,high tide,NA,3625-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Missing DateTime originally, this data from sample sheet, F ",NA,77.32864675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC12,middle,river.bank,low,NA,,,NA,Surface water,surface.water,flooded,NA,NA,NA,3800-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Missing DateTime, not in sample sheet, has no data here,  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,NA,,,NA,Surface water,surface.water,flooded,NA,NA,NA,3800-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Missing well, not in sample sheet, has no data here,  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC01,mouth,river,medium,8/23/2018 10:49,8/23/2018,11:49:00 AM,8/23/2018 11:49,Surface water,surface.water,flooded,flood,high tide,NA,BC01-A-11m-1149-8/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.759366667,17.2069,16.51466667,7.470666667,,"From LANL,  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020276651,0.081121751,0.056281436,NA,NA,16.51466667,17.2069,7.470666667,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC01,mouth,river,medium,8/23/2018 11:56,8/23/2018,12:56:00 PM,8/23/2018 12:56,Surface water,surface.water,flooded,ebb,high tide,NA,BC01-A-11m-1256-8/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.938333333,17.45026667,18.89666667,7.53,,"From LANL,  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017957613,0.091414465,0.061215149,NA,NA,18.89666667,17.45026667,7.53,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC01,mouth,river,medium,8/23/2018 13:08,8/23/2018,2:08:00 PM,8/23/2018 14:08,Surface water,surface.water,flooded,ebb,high tide,NA,BC01-A-11m-1408-8/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.698466667,17.7652,16.838,7.527333333,,"From LANL,  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019587259,0.0818288,0.056128853,NA,NA,16.838,17.7652,7.527333333,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC01,mouth,river,medium,8/23/2018 14:23,8/23/2018,3:23:00 PM,8/23/2018 15:23,Surface water,surface.water,flooded,ebb,low tide,NA,BC01A-11m-1523-8/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.239266667,18.15563333,10.25366667,7.444,,"From LANL,  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026449045,0.057808739,0.0431749,NA,NA,10.25366667,18.15563333,7.444,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC01,mouth,river,medium,8/23/2018 15:49,8/23/2018,4:49:00 PM,8/23/2018 16:49,Surface water,surface.water,flooded,ebb,low tide,NA,BC01A-11m-1649-8/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7351,17.92353333,3.396333333,7.289,,"From LANL,  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03693254,0.040674049,0.033448591,NA,NA,3.396333333,17.92353333,7.289,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC01,mouth,river,medium,8/23/2018 10:54,8/23/2018,11:54:00 AM,8/23/2018 11:54,Surface water,surface.water,flooded,flood,high tide,NA,BC01-A-15m-1154-8/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7892,17.2474,16.858,7.484,,"From LANL,  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019921367,0.082521371,0.056957465,NA,NA,16.858,17.2474,7.484,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC01,mouth,river,medium,8/23/2018 12:00,8/23/2018,1:00:00 PM,8/23/2018 13:00,Surface water,surface.water,flooded,ebb,high tide,NA,BC01-A-15m-1300-8/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.943,17.458,18.99,7.53,,"From LANL,  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017873387,0.091846551,0.061420446,NA,NA,18.99,17.458,7.53,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC01,mouth,river,medium,8/23/2018 12:16,8/23/2018,1:16:00 PM,8/23/2018 13:16,Surface water,surface.water,flooded,ebb,high tide,NA,BC01-A-15m-1316-8/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.909933333,17.48573333,19.05933333,7.503333333,,"From LANL,  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017797336,0.092141891,0.061538073,NA,NA,19.05933333,17.48573333,7.503333333,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC01,mouth,river,medium,8/23/2018 13:12,8/23/2018,2:12:00 PM,8/23/2018 14:12,Surface water,surface.water,flooded,ebb,high tide,NA,BC01-A-15m-1412-8/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6762,17.8008,16.602,7.526,,"From LANL,  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019784108,0.08079412,0.055572861,NA,NA,16.602,17.8008,7.526,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC01,mouth,river,medium,8/23/2018 10:44,8/23/2018,11:44:00 AM,8/23/2018 11:44,Surface water,surface.water,flooded,flood,high tide,NA,BC01-A-7.5m-1144-8/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.729533333,17.1664,16.17133333,7.457333333,,"From LANL,  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02063814,0.079746909,0.055613991,NA,NA,16.17133333,17.1664,7.457333333,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC01,mouth,river,medium,8/23/2018 11:53,8/23/2018,12:53:00 PM,8/23/2018 12:53,Surface water,surface.water,flooded,ebb,high tide,NA,BC01A-7.5m-1253-8/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.934833333,17.44446667,18.82666667,7.53,,"From LANL,  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018021039,0.091091775,0.061061646,NA,NA,18.82666667,17.44446667,7.53,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC01,mouth,river,medium,8/23/2018 13:05,8/23/2018,2:05:00 PM,8/23/2018 14:05,Surface water,surface.water,flooded,ebb,high tide,NA,BC01-A-7.5m-1405-8/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.715166667,17.7385,17.015,7.528333333,,"From LANL,  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019440972,0.08261313,0.05654931,NA,NA,17.015,17.7385,7.528333333,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC01,mouth,river,medium,9/11/2018 8:07,9/11/2018,9:07:00 AM,9/11/2018 9:07,Surface water,surface.water,flooded,flood,low tide,NA,BC01_11m_0907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6253,14.5418,9.327333333,7.01,,"From LANL,  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031155828,0.058829491,0.046429577,NA,NA,9.327333333,14.5418,7.01,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC01,mouth,river,medium,9/11/2018 10:00,9/11/2018,11:00:00 AM,9/11/2018 11:00,Surface water,surface.water,flooded,flood,low tide,NA,BC01_11m_1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.614,15.235,7.7,7.03,,"From LANL,  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032847302,0.053469959,0.042775605,NA,NA,7.7,15.235,7.03,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC01,mouth,river,medium,9/11/2018 11:00,9/11/2018,12:00:00 PM,9/11/2018 12:00,Surface water,surface.water,flooded,flood,high tide,NA,BC01_11m_1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.875,16.523,9.39,7.07,,"From LANL,  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029069001,0.056887965,0.043824441,NA,NA,9.39,16.523,7.07,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC01,mouth,river,medium,9/11/2018 11:57,9/11/2018,12:57:00 PM,9/11/2018 12:57,Surface water,surface.water,flooded,flood,high tide,NA,BC01_11m_1257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5573,16.4791,10.875,7.296,,"From LANL,  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027140078,0.061430969,0.046409764,NA,NA,10.875,16.4791,7.296,"sensor-filled pH, sensor-filled T, sensor-filled S"
